;PC Software:PMManager Version 3.31 Build 2
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the PMManager Log reader from opening the file correctly. ********
;Logged:09/11/2023 at 14:52:32
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 02:00:00
;Log Settings:Sample:of period: 00:00:01
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:1919-R Photodiode 818-UV (s/n:21213)  NI1.37 (s/n:884305)

;Channel A:Details
;Name:818-UV
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:30.0nW
;Settings:Filter:OUT

;Channel A:Statistics
;Min:580.0pW             
;Max:590.0pW             
;Average:589.8pW             
;Std.Dev.:1.438pW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 09/11/2023 at 14:52:33.182968
  Timestamp   	  Channel A  	
       570.017	  5.900e-010 	
       571.017	  5.900e-010 	
       572.017	  5.900e-010 	
       573.016	  5.900e-010 	
       574.016	  5.900e-010 	
       575.016	  5.900e-010 	
       576.016	  5.900e-010 	
       577.016	  5.900e-010 	
       578.015	  5.900e-010 	
       579.015	  5.900e-010 	
       580.015	  5.900e-010 	
       581.015	  5.900e-010 	
       582.014	  5.900e-010 	
       583.014	  5.900e-010 	
       584.014	  5.900e-010 	
       585.014	  5.900e-010 	
       586.014	  5.900e-010 	
       587.013	  5.900e-010 	
       588.013	  5.900e-010 	
       589.013	  5.900e-010 	
       590.013	  5.900e-010 	
       591.013	  5.900e-010 	
       592.012	  5.900e-010 	
       593.012	  5.900e-010 	
       594.012	  5.900e-010 	
       595.012	  5.900e-010 	
       596.012	  5.900e-010 	
       597.011	  5.900e-010 	
       598.011	  5.900e-010 	
       599.011	  5.900e-010 	
       600.011	  5.900e-010 	
       601.011	  5.900e-010 	
       602.010	  5.900e-010 	
       603.010	  5.900e-010 	
       604.010	  5.900e-010 	
       605.010	  5.900e-010 	
       606.010	  5.900e-010 	
       607.009	  5.900e-010 	
       608.009	  5.900e-010 	
       609.009	  5.900e-010 	
       610.009	  5.900e-010 	
       611.009	  5.900e-010 	
       612.008	  5.900e-010 	
       613.008	  5.900e-010 	
       614.008	  5.900e-010 	
       615.008	  5.900e-010 	
       616.008	  5.900e-010 	
       617.007	  5.900e-010 	
       618.007	  5.900e-010 	
       619.007	  5.900e-010 	
       620.007	  5.900e-010 	
       621.007	  5.900e-010 	
       622.006	  5.900e-010 	
       623.006	  5.900e-010 	
       624.006	  5.900e-010 	
       625.006	  5.900e-010 	
       626.006	  5.900e-010 	
       627.005	  5.900e-010 	
       628.005	  5.900e-010 	
       629.005	  5.900e-010 	
       630.005	  5.900e-010 	
       631.004	  5.900e-010 	
       632.004	  5.900e-010 	
       633.004	  5.900e-010 	
       634.004	  5.900e-010 	
       635.004	  5.900e-010 	
       636.003	  5.900e-010 	
       637.003	  5.900e-010 	
       638.003	  5.900e-010 	
       639.003	  5.900e-010 	
       640.003	  5.900e-010 	
       641.002	  5.900e-010 	
       642.002	  5.900e-010 	
       643.002	  5.900e-010 	
       644.002	  5.900e-010 	
       645.002	  5.900e-010 	
       646.001	  5.900e-010 	
       647.001	  5.900e-010 	
       648.001	  5.900e-010 	
       649.001	  5.900e-010 	
       650.001	  5.900e-010 	
       651.000	  5.900e-010 	
       652.000	  5.900e-010 	
       653.067	  5.900e-010 	
       654.066	  5.900e-010 	
       655.066	  5.900e-010 	
       656.066	  5.900e-010 	
       657.066	  5.900e-010 	
       658.066	  5.900e-010 	
       659.065	  5.900e-010 	
       660.065	  5.900e-010 	
       661.065	  5.900e-010 	
       662.065	  5.900e-010 	
       663.065	  5.900e-010 	
       664.064	  5.900e-010 	
       665.064	  5.900e-010 	
       666.064	  5.900e-010 	
       667.064	  5.900e-010 	
       668.064	  5.900e-010 	
       669.063	  5.900e-010 	
       670.063	  5.900e-010 	
       671.063	  5.900e-010 	
       672.063	  5.900e-010 	
       673.063	  5.900e-010 	
       674.062	  5.900e-010 	
       675.062	  5.900e-010 	
       676.062	  5.900e-010 	
       677.062	  5.900e-010 	
       678.062	  5.900e-010 	
       679.061	  5.900e-010 	
       680.061	  5.900e-010 	
       681.061	  5.900e-010 	
       682.061	  5.900e-010 	
       683.061	  5.900e-010 	
       684.060	  5.900e-010 	
       685.060	  5.900e-010 	
       686.060	  5.900e-010 	
       687.060	  5.900e-010 	
       688.060	  5.900e-010 	
       689.059	  5.900e-010 	
       690.059	  5.900e-010 	
       691.059	  5.900e-010 	
       692.059	  5.900e-010 	
       693.058	  5.900e-010 	
       694.058	  5.900e-010 	
       695.058	  5.900e-010 	
       696.058	  5.900e-010 	
       697.058	  5.900e-010 	
       698.057	  5.900e-010 	
       699.057	  5.900e-010 	
       700.057	  5.900e-010 	
       701.057	  5.900e-010 	
       702.057	  5.900e-010 	
       703.056	  5.900e-010 	
       704.056	  5.900e-010 	
       705.056	  5.900e-010 	
       706.056	  5.900e-010 	
       707.056	  5.900e-010 	
       708.055	  5.900e-010 	
       709.055	  5.900e-010 	
       710.055	  5.900e-010 	
       711.055	  5.900e-010 	
       712.055	  5.900e-010 	
       713.054	  5.900e-010 	
       714.054	  5.900e-010 	
       715.054	  5.900e-010 	
       716.054	  5.900e-010 	
       717.054	  5.900e-010 	
       718.053	  5.900e-010 	
       719.053	  5.900e-010 	
       720.053	  5.900e-010 	
       721.053	  5.900e-010 	
       722.053	  5.900e-010 	
       723.052	  5.900e-010 	
       724.052	  5.900e-010 	
       725.052	  5.900e-010 	
       726.052	  5.900e-010 	
       727.052	  5.900e-010 	
       728.051	  5.900e-010 	
       729.051	  5.900e-010 	
       730.051	  5.900e-010 	
       731.051	  5.900e-010 	
       732.051	  5.900e-010 	
       733.050	  5.900e-010 	
       734.050	  5.900e-010 	
       735.050	  5.900e-010 	
       736.050	  5.900e-010 	
       737.050	  5.900e-010 	
       738.049	  5.900e-010 	
       739.049	  5.900e-010 	
       740.049	  5.900e-010 	
       741.049	  5.900e-010 	
       742.048	  5.900e-010 	
       743.048	  5.900e-010 	
       744.048	  5.900e-010 	
       745.048	  5.900e-010 	
       746.048	  5.900e-010 	
       747.047	  5.900e-010 	
       748.047	  5.900e-010 	
       749.047	  5.900e-010 	
       750.047	  5.900e-010 	
       751.047	  5.900e-010 	
