2024-09-12-06:41:07	0.000	0.000000000	0.000000000	0.000002630	0.000000209	22.8	36.0	71546
2024-09-12-06:41:30	2.160	8796442.000000000	1080772128.000000000	0.010132437	0.000040957	22.8	36.0	71597
2024-09-12-06:41:53	3.180	21571667.000000000	6491105835.000000000	0.024282188	0.000054716	22.8	36.0	71689
2024-09-12-06:42:17	4.230	34591728.000000000	16727942250.000000000	0.038880658	0.000157895	22.8	36.0	71533
2024-09-12-06:42:40	5.270	47431456.000000000	31550245634.000000000	0.053814357	0.000178193	22.8	36.0	71307
2024-09-12-06:43:04	6.300	60388686.000000000	50987836414.000000000	0.068675449	0.000131199	22.8	36.0	71523
2024-09-12-06:43:27	7.360	73663034.000000000	75695072142.000000000	0.083367380	0.000225023	22.8	36.0	71686
2024-09-12-06:43:50	8.390	86480515.000000000	104453818759.000000000	0.098026280	0.000228863	22.8	36.0	71600
2024-09-12-06:44:14	9.440	99583127.000000000	138309896999.000000000	0.112289939	0.000266348	22.8	36.0	71700
2024-09-12-06:44:37	10.490	112306511.000000000	176257105857.000000000	0.126740783	0.000262778	22.8	36.0	71559
2024-09-12-06:45:00	11.570	124248920.000000000	215616735316.000000000	0.140900922	0.000586361	22.8	36.0	71599
2024-09-12-06:45:24	12.550	138297898.000000000	267357053352.000000000	0.155626837	0.000346074	22.8	36.0	71539
2024-09-12-06:45:47	13.590	150574197.000000000	316947103559.000000000	0.169516943	0.000416905	22.8	36.0	71535
2024-09-12-06:46:10	14.640	164524741.000000000	377405325981.000000000	0.185077983	0.000808916	22.8	36.0	71723
2024-09-12-06:46:34	15.630	178828542.000000000	446643078476.000000000	0.200868840	0.000187634	22.8	36.0	71602
2024-09-12-06:46:57	16.710	192066726.000000000	515302953440.000000000	0.218237700	0.000535072	22.8	36.0	71589
2024-09-12-06:47:21	17.700	205525635.000000000	590493469961.000000000	0.232540144	0.000358006	22.8	36.0	71535
2024-09-12-06:47:44	18.770	219169202.000000000	669780216419.999999000	0.246004026	0.000352022	22.8	36.0	71718
2024-09-12-06:48:08	19.830	230092668.000000000	740145789459.999999000	0.257256196	0.001002586	22.8	36.0	71531
2024-09-12-06:48:31	20.780	244454892.000000000	835402736173.999999000	0.272361441	0.000849239	22.8	36.0	71533
2024-09-12-06:48:54	21.790	258055308.000000000	930872845819.999999000	0.286958069	0.002364849	22.8	36.0	71540
2024-09-12-06:49:18	22.750	271648640.000000000	1031568023044.000000000	0.302137015	0.000819320	22.8	36.0	71536
2024-09-12-06:49:41	23.740	283774106.000000000	1129212318204.000000000	0.316215706	0.001127086	22.8	36.0	71314
2024-09-12-06:50:04	24.810	293095530.000000000	1200226195350.000000000	0.332382870	0.001458481	22.8	36.0	71574
2024-09-12-06:50:28	25.910	292116825.000000000	1196218398375.000000000	0.348214546	0.001034720	22.8	36.0	71335
2024-09-12-06:50:51	26.930	293320755.000000000	1201148491725.000000000	0.359626817	0.001601426	22.8	36.0	71629
2024-09-12-06:51:14	27.950	292698315.000000000	1198599599925.000000000	0.373391280	0.000839429	22.8	36.0	71477
2024-09-12-06:51:38	29.020	293562360.000000000	1202137864200.000000000	0.384701738	0.002452745	22.8	36.0	71688
2024-09-12-06:52:01	30.040	293681115.000000000	1202624165925.000000000	0.403918771	0.001544278	22.8	36.0	71717
2024-09-12-06:52:24	30.950	291944835.000000000	1195514099325.000000000	0.418287219	0.002456015	22.8	36.0	71293
2024-09-12-06:52:48	32.090	294295365.000000000	1205139519675.000000000	0.436854874	0.000794031	22.8	36.0	71867
2024-09-12-06:53:11	33.130	292821165.000000000	1199102670675.000000000	0.454368154	0.001268687	22.8	36.0	71507
2024-09-12-06:53:35	34.190	292149585.000000000	1196352550575.000000000	0.469047336	0.002722235	22.8	36.0	71343
2024-09-12-06:53:58	35.200	292055400.000000000	1195966863000.000000000	0.481414723	0.002307946	22.8	36.0	71320
2024-09-12-06:54:21	36.220	292870305.000000000	1199303898975.000000000	0.493984882	0.001497629	22.8	36.0	71519
2024-09-12-06:54:45	37.260	293316660.000000000	1201131722700.000000000	0.510339115	0.003197805	22.8	36.0	71628
2024-09-12-06:55:08	38.240	292710600.000000000	1198649907000.000000000	0.521766804	0.002551648	22.8	36.0	71480
2024-09-12-06:55:31	39.280	293664735.000000000	1202557089825.000000000	0.536753346	0.004364013	22.8	36.0	71713
2024-09-12-06:55:55	40.210	292747455.000000000	1198800828225.000000000	0.530049056	0.023017899	22.8	36.0	71489
2024-09-12-06:56:18	41.340	292833450.000000000	1199152977750.000000000	0.562505887	0.004889268	22.8	36.0	71510
2024-09-12-06:56:41	42.340	293795775.000000000	1203093698625.000000000	0.572156563	0.010363450	22.8	36.0	71745
2024-09-12-06:57:05	43.350	292755645.000000000	1198834366275.000000000	0.571089534	0.020188023	22.8	36.0	71491
2024-09-12-06:57:28	44.400	293001345.000000000	1199840507775.000000000	0.591887574	0.023225240	22.8	36.0	71551
2024-09-12-06:57:52	45.410	292739265.000000000	1198767290175.000000000	0.617658241	0.000580308	22.8	36.0	71487
2024-09-12-06:58:15	46.470	292792500.000000000	1198985287500.000000000	0.633257308	0.000703090	22.8	36.0	71500
2024-09-12-06:58:38	47.470	293394465.000000000	1201450334175.000000000	0.645097445	0.000175052	22.8	36.0	71647
2024-09-12-06:59:02	48.520	292972680.000000000	1199723124600.000000000	0.656987630	0.000169884	22.8	36.0	71544
2024-09-12-06:59:25	49.590	292002165.000000000	1195748865675.000000000	0.669121237	0.000192799	22.8	36.0	71307
