2024-09-20-16:17:32	0.000	0.000000000	0.000000000	0.000001438	0.000000211	21.0	37.0	71496
2024-09-20-16:17:56	2.180	3675193.000000000	188916811.000000000	0.010463124	0.000071095	21.0	37.0	71504
2024-09-20-16:18:19	3.180	8824958.000000000	1089824512.000000000	0.024807409	0.000088833	21.0	37.0	71463
2024-09-20-16:18:42	4.210	13913794.000000000	2703842232.000000000	0.039134706	0.000109401	21.0	37.0	71600
2024-09-20-16:19:06	5.230	19060232.000000000	5096155718.000000000	0.053835708	0.000072215	21.0	37.0	71288
2024-09-20-16:19:29	6.230	24208178.000000000	8197012638.000000000	0.068279544	0.000110293	21.0	37.0	71494
2024-09-20-16:19:53	7.260	29392090.000000000	12076252468.000000000	0.083297197	0.000097115	21.0	37.0	71537
2024-09-20-16:20:16	8.250	34552067.000000000	16693901167.000000000	0.097755318	0.000212156	21.0	37.0	71514
2024-09-20-16:20:39	9.300	39961130.000000000	22335128774.000000000	0.113031900	0.000221072	21.0	37.0	71497
2024-09-20-16:21:03	10.330	45105475.000000000	28534905167.000000000	0.128125409	0.000264406	21.0	37.0	71299
2024-09-20-16:21:26	11.340	50571794.000000000	35716562146.000000000	0.142978894	0.000390209	21.0	37.0	71606
2024-09-20-16:21:49	12.330	55747937.000000000	43433006345.000000000	0.156357126	0.000449187	21.0	37.0	71555
2024-09-20-16:22:13	13.340	61227422.000000000	52341825434.000000000	0.170764004	0.000700500	21.0	37.0	71622
2024-09-20-16:22:36	14.360	66444987.000000000	61665253813.000000000	0.185136008	0.001069324	21.0	37.0	71596
2024-09-20-16:22:59	15.330	72017176.000000000	72398223226.000000000	0.198542217	0.001249517	21.0	37.0	71639
2024-09-20-16:23:23	16.300	77365504.000000000	83693134025.999999900	0.215116216	0.000712037	21.0	37.0	71518
2024-09-20-16:23:46	17.330	82768802.000000000	95865189901.999999900	0.229844229	0.000659211	21.0	37.0	71464
2024-09-20-16:24:09	18.320	88467594.000000000	109399215406.000000000	0.245917007	0.000895350	21.0	37.0	71543
2024-09-20-16:24:33	19.340	93030339.000000000	120980992167.000000000	0.259007990	0.001128138	21.0	37.0	71539
2024-09-20-16:24:56	20.380	98377785.000000000	135300980839.000000000	0.274011700	0.001047203	21.0	37.0	71533
2024-09-20-16:25:19	21.310	103393505.000000000	149361193527.000000000	0.286707019	0.001529460	21.0	37.0	71574
2024-09-20-16:25:43	22.300	109023718.000000000	166172225154.000000000	0.299923705	0.001053295	21.0	37.0	71531
2024-09-20-16:26:06	23.290	114863661.000000000	184493356389.000000000	0.317571945	0.000963411	21.0	37.0	71518
2024-09-20-16:26:30	24.270	120612197.000000000	203491231359.000000000	0.330428402	0.000808760	21.0	37.0	71491
2024-09-20-16:26:53	25.290	125305470.000000000	219336926462.000000000	0.343647352	0.002020278	21.0	37.0	71587
2024-09-20-16:27:16	26.380	129356549.000000000	233988647915.000000000	0.359074585	0.001842395	21.0	37.0	71513
2024-09-20-16:27:40	27.400	134068252.000000000	252066558746.000000000	0.373196826	0.002598912	21.0	37.0	71309
2024-09-20-16:28:03	28.330	138674115.000000000	269318741993.000000000	0.385700957	0.003661659	21.0	37.0	71405
2024-09-20-16:28:26	29.420	144395326.000000000	290792455422.000000000	0.403649592	0.001150076	21.0	37.0	71703
2024-09-20-16:28:50	30.380	148998053.000000000	310524036969.000000000	0.417763493	0.001637535	21.0	37.0	71494
2024-09-20-16:29:13	31.430	155545355.000000000	337332049699.000000000	0.430683994	0.000948424	20.9	37.0	71725
2024-09-20-16:29:36	32.410	161279805.000000000	363490191085.000000000	0.448327026	0.000852143	20.9	37.0	71561
2024-09-20-16:30:00	33.410	166951336.000000000	388521442334.000000000	0.461600519	0.002714786	20.9	37.0	71741
2024-09-20-16:30:23	34.430	170864575.000000000	407942550083.000000000	0.475331084	0.003371043	20.9	37.0	71570
2024-09-20-16:30:47	35.420	176767390.000000000	436886479256.000000000	0.492233036	0.001543121	20.9	37.0	71525
2024-09-20-16:31:10	36.500	181598433.000000000	461070452873.000000000	0.505737901	0.001433281	20.9	37.0	71527
2024-09-20-16:31:33	37.460	187169369.000000000	489497421897.000000000	0.522660586	0.000994384	20.9	37.0	71570
2024-09-20-16:31:57	38.440	192996258.000000000	520995267900.000000000	0.536314081	0.000370423	20.9	37.0	71494
2024-09-20-16:32:20	39.430	200173841.000000000	559966208795.000000000	0.550980909	0.001373043	20.9	37.0	71561
2024-09-20-16:32:43	40.440	203622924.000000000	579465495830.000000000	0.561831774	0.000813207	20.9	37.0	71553
2024-09-20-16:33:07	41.460	207008548.000000000	601254298556.000000000	0.572161593	0.002689953	20.9	37.0	71274
2024-09-20-16:33:30	42.470	212205892.000000000	631135860335.999999000	0.581979821	0.004977416	20.9	37.0	71351
2024-09-20-16:33:54	43.450	218722908.000000000	668208202355.999999000	0.596514441	0.001379695	20.9	37.0	71596
2024-09-20-16:34:17	44.460	223822511.000000000	700715518284.999999000	0.609315603	0.001489142	20.9	37.0	71494
2024-09-20-16:34:40	45.450	230175772.000000000	738801979039.999999000	0.625109533	0.000779545	21.0	37.0	71712
2024-09-20-16:35:04	46.470	234830119.000000000	771415983202.999999000	0.639402795	0.000296646	21.0	37.0	71486
2024-09-20-16:35:27	47.480	240357403.000000000	807167030354.999999000	0.654747504	0.000408799	21.0	37.0	71574
2024-09-20-16:35:50	48.440	244642503.000000000	839414747196.999999000	0.667835083	0.001165333	21.0	37.0	71301
2024-09-20-16:36:14	49.550	250361930.000000000	876132050809.999999000	0.679950395	0.000920072	21.0	37.0	71543
